grid_type,game_id,game_event_id,id,name,team_id,team_name,period,minutes_remaining,seconds_remaining,event_type,action_type,shot_type,shot_zone_basic,shot_zone_area,shot_zone_range,shot_distance,loc_x,loc_y,shot_attempted_flag,shot_made_flag,game_date,htm,vtm,shot_made_numeric,shot_value,person_id_shot_chart,shot_id,loc_x2,opponent,fga,fgm,x3fga,x3fgm,x2fga,x2fgm,Laker_uniform
Shot Chart Detail,0022000542,519,2544,LeBron James,1610612747,Los Angeles Lakers,4,9,37,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-0.7,7.45,1,made,2021-03-02,LAL,PHX,1,2,2544,s681,-1.4,PHX,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000542,524,2544,LeBron James,1610612747,Los Angeles Lakers,4,9,5,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1.1,7.95,1,made,2021-03-02,LAL,PHX,1,2,2544,s682,-2.2,PHX,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000542,557,2544,LeBron James,1610612747,Los Angeles Lakers,4,6,18,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-14.2,27.45,1,missed,2021-03-02,LAL,PHX,0,3,2544,s683,-28.4,PHX,1,0,1,0,0,0,ICON
Shot Chart Detail,0022000542,582,2544,LeBron James,1610612747,Los Angeles Lakers,4,4,3,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,13.3,28.85,1,made,2021-03-02,LAL,PHX,1,3,2544,s684,26.6,PHX,1,1,1,1,0,0,ICON
Shot Chart Detail,0022000542,592,2544,LeBron James,1610612747,Los Angeles Lakers,4,2,53,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,8.1,30.55,1,made,2021-03-02,LAL,PHX,1,3,2544,s685,16.2,PHX,1,1,1,1,0,0,ICON
Shot Chart Detail,0022000542,604,2544,LeBron James,1610612747,Los Angeles Lakers,4,2,6,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,12.1,28.65,1,made,2021-03-02,LAL,PHX,1,3,2544,s686,24.2,PHX,1,1,1,1,0,0,ICON
Shot Chart Detail,0022000542,609,2544,LeBron James,1610612747,Los Angeles Lakers,4,1,33,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,12.8,27.35,1,missed,2021-03-02,LAL,PHX,0,3,2544,s687,25.6,PHX,1,0,1,0,0,0,ICON
Shot Chart Detail,0022000585,18,2544,LeBron James,1610612747,Los Angeles Lakers,1,10,36,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,0.5,14.05,1,made,2021-03-12,LAL,IND,1,2,2544,s688,1,IND,1,1,0,0,1,1,EARNED
Shot Chart Detail,0022000585,26,2544,LeBron James,1610612747,Los Angeles Lakers,1,9,28,Missed Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,23.3,10.05,1,missed,2021-03-12,LAL,IND,0,3,2544,s689,46.6,IND,1,0,1,0,0,0,EARNED
Shot Chart Detail,0022000585,34,2544,LeBron James,1610612747,Los Angeles Lakers,1,8,37,Missed Shot,Turnaround Fadeaway Bank Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,10.8,13.05,1,missed,2021-03-12,LAL,IND,0,2,2544,s690,21.6,IND,1,0,0,0,1,0,EARNED
Shot Chart Detail,0022000585,176,2544,LeBron James,1610612747,Los Angeles Lakers,2,10,44,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-1.8,9.05,1,made,2021-03-12,LAL,IND,1,2,2544,s691,-3.6,IND,1,1,0,0,1,1,EARNED
Shot Chart Detail,0022000585,184,2544,LeBron James,1610612747,Los Angeles Lakers,2,10,27,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,6.45,1,made,2021-03-12,LAL,IND,1,2,2544,s692,0,IND,1,1,0,0,1,1,EARNED
Shot Chart Detail,0022000585,386,2544,LeBron James,1610612747,Los Angeles Lakers,3,9,44,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-10.2,30.25,1,made,2021-03-12,LAL,IND,1,3,2544,s693,-20.4,IND,1,1,1,1,0,0,EARNED
Shot Chart Detail,0022000585,390,2544,LeBron James,1610612747,Los Angeles Lakers,3,9,15,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-12.4,30.45,1,missed,2021-03-12,LAL,IND,0,3,2544,s694,-24.8,IND,1,0,1,0,0,0,EARNED
Shot Chart Detail,0022000585,405,2544,LeBron James,1610612747,Los Angeles Lakers,3,7,44,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-15.2,27.65,1,missed,2021-03-12,LAL,IND,0,3,2544,s695,-30.4,IND,1,0,1,0,0,0,EARNED
Shot Chart Detail,0022000585,432,2544,LeBron James,1610612747,Los Angeles Lakers,3,5,54,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-9.7,12.75,1,missed,2021-03-12,LAL,IND,0,2,2544,s696,-19.4,IND,1,0,0,0,1,0,EARNED
Shot Chart Detail,0022000585,559,2544,LeBron James,1610612747,Los Angeles Lakers,4,8,22,Missed Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-1.1,8.45,1,missed,2021-03-12,LAL,IND,0,2,2544,s697,-2.2,IND,1,0,0,0,1,0,EARNED
Shot Chart Detail,0022000585,593,2544,LeBron James,1610612747,Los Angeles Lakers,4,5,28,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1.1,6.05,1,made,2021-03-12,LAL,IND,1,2,2544,s698,2.2,IND,1,1,0,0,1,1,EARNED
Shot Chart Detail,0022000585,604,2544,LeBron James,1610612747,Los Angeles Lakers,4,4,49,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1.8,6.35,1,missed,2021-03-12,LAL,IND,0,2,2544,s699,-3.6,IND,1,0,0,0,1,0,EARNED
Shot Chart Detail,0022000585,639,2544,LeBron James,1610612747,Los Angeles Lakers,4,2,42,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,14.2,20.05,1,missed,2021-03-12,LAL,IND,0,2,2544,s700,28.4,IND,1,0,0,0,1,0,EARNED
Shot Chart Detail,0022000608,39,2544,LeBron James,1610612747,Los Angeles Lakers,1,8,47,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,15.9,10.05,1,missed,2021-03-15,GSW,LAL,0,2,2544,s701,31.8,GSW,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000608,61,2544,LeBron James,1610612747,Los Angeles Lakers,1,6,35,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,2.2,7.35,1,made,2021-03-15,GSW,LAL,1,2,2544,s702,4.4,GSW,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000608,197,2544,LeBron James,1610612747,Los Angeles Lakers,2,8,47,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,0.3,7.65,1,made,2021-03-15,GSW,LAL,1,2,2544,s703,0.6,GSW,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000608,233,2544,LeBron James,1610612747,Los Angeles Lakers,2,6,11,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,1.9,30.75,1,missed,2021-03-15,GSW,LAL,0,3,2544,s704,3.8,GSW,1,0,1,0,0,0,ICON
Shot Chart Detail,0022000608,235,2544,LeBron James,1610612747,Los Angeles Lakers,2,5,56,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-3.5,13.75,1,made,2021-03-15,GSW,LAL,1,2,2544,s705,-7,GSW,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000608,345,2544,LeBron James,1610612747,Los Angeles Lakers,3,11,22,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,35,-10.6,38.95,1,missed,2021-03-15,GSW,LAL,0,3,2544,s706,-21.2,GSW,1,0,1,0,0,0,ICON
Shot Chart Detail,0022000608,347,2544,LeBron James,1610612747,Los Angeles Lakers,3,11,10,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-10.3,21.15,1,made,2021-03-15,GSW,LAL,1,2,2544,s707,-20.6,GSW,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000608,364,2544,LeBron James,1610612747,Los Angeles Lakers,3,9,44,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,12.5,14.15,1,made,2021-03-15,GSW,LAL,1,2,2544,s708,25,GSW,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000608,409,2544,LeBron James,1610612747,Los Angeles Lakers,3,5,59,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,11.9,13.85,1,made,2021-03-15,GSW,LAL,1,2,2544,s709,23.8,GSW,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000608,411,2544,LeBron James,1610612747,Los Angeles Lakers,3,5,41,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-13.6,9.35,1,missed,2021-03-15,GSW,LAL,0,2,2544,s710,-27.2,GSW,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000608,418,2544,LeBron James,1610612747,Los Angeles Lakers,3,5,7,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,10,20.95,1,missed,2021-03-15,GSW,LAL,0,2,2544,s711,20,GSW,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000608,540,2544,LeBron James,1610612747,Los Angeles Lakers,4,8,14,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,30,-10.7,33.55,1,made,2021-03-15,GSW,LAL,1,3,2544,s712,-21.4,GSW,1,1,1,1,0,0,ICON
Shot Chart Detail,0022000608,547,2544,LeBron James,1610612747,Los Angeles Lakers,4,7,20,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,32,-12.3,35.75,1,made,2021-03-15,GSW,LAL,1,3,2544,s713,-24.6,GSW,1,1,1,1,0,0,ICON
Shot Chart Detail,0022000615,72,2544,LeBron James,1610612747,Los Angeles Lakers,1,6,52,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-2.3,13.35,1,made,2021-03-16,LAL,MIN,1,2,2544,s714,-4.6,MIN,1,1,0,0,1,1,CLASSIC
Shot Chart Detail,0022000615,191,2544,LeBron James,1610612747,Los Angeles Lakers,2,9,52,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2.6,5.75,1,made,2021-03-16,LAL,MIN,1,2,2544,s715,5.2,MIN,1,1,0,0,1,1,CLASSIC
Shot Chart Detail,0022000615,305,2544,LeBron James,1610612747,Los Angeles Lakers,2,1,32,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-1.6,10.45,1,made,2021-03-16,LAL,MIN,1,2,2544,s716,-3.2,MIN,1,1,0,0,1,1,CLASSIC
Shot Chart Detail,0022000615,341,2544,LeBron James,1610612747,Los Angeles Lakers,3,11,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-9.1,31.35,1,missed,2021-03-16,LAL,MIN,0,3,2544,s717,-18.2,MIN,1,0,1,0,0,0,CLASSIC
Shot Chart Detail,0022000615,368,2544,LeBron James,1610612747,Los Angeles Lakers,3,9,13,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,2.4,31.55,1,missed,2021-03-16,LAL,MIN,0,3,2544,s718,4.8,MIN,1,0,1,0,0,0,CLASSIC
Shot Chart Detail,0022000615,373,2544,LeBron James,1610612747,Los Angeles Lakers,3,8,47,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2.2,6.85,1,made,2021-03-16,LAL,MIN,1,2,2544,s719,-4.4,MIN,1,1,0,0,1,1,CLASSIC
Shot Chart Detail,0022000615,379,2544,LeBron James,1610612747,Los Angeles Lakers,3,8,10,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-2.9,6.35,1,missed,2021-03-16,LAL,MIN,0,2,2544,s720,-5.8,MIN,1,0,0,0,1,0,CLASSIC
Shot Chart Detail,0022000615,394,2544,LeBron James,1610612747,Los Angeles Lakers,3,7,12,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-15.1,27.05,1,made,2021-03-16,LAL,MIN,1,3,2544,s721,-30.2,MIN,1,1,1,1,0,0,CLASSIC
Shot Chart Detail,0022000615,421,2544,LeBron James,1610612747,Los Angeles Lakers,3,5,54,Missed Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-0.4,10.35,1,missed,2021-03-16,LAL,MIN,0,2,2544,s722,-0.8,MIN,1,0,0,0,1,0,CLASSIC
Shot Chart Detail,0022000615,429,2544,LeBron James,1610612747,Los Angeles Lakers,3,5,8,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-16.7,24.65,1,made,2021-03-16,LAL,MIN,1,3,2544,s723,-33.4,MIN,1,1,1,1,0,0,CLASSIC
Shot Chart Detail,0022000615,579,2544,LeBron James,1610612747,Los Angeles Lakers,4,5,28,Missed Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-0.2,16.65,1,missed,2021-03-16,LAL,MIN,0,2,2544,s724,-0.4,MIN,1,0,0,0,1,0,CLASSIC
Shot Chart Detail,0022000615,605,2544,LeBron James,1610612747,Los Angeles Lakers,4,3,51,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,9.8,31.55,1,made,2021-03-16,LAL,MIN,1,3,2544,s725,19.6,MIN,1,1,1,1,0,0,CLASSIC
Shot Chart Detail,0022000615,618,2544,LeBron James,1610612747,Los Angeles Lakers,4,2,50,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,19.9,22.35,1,made,2021-03-16,LAL,MIN,1,3,2544,s726,39.8,MIN,1,1,1,1,0,0,CLASSIC
Shot Chart Detail,0022000615,622,2544,LeBron James,1610612747,Los Angeles Lakers,4,2,10,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,32,-12.9,34.75,1,missed,2021-03-16,LAL,MIN,0,3,2544,s727,-25.8,MIN,1,0,1,0,0,0,CLASSIC
Shot Chart Detail,0022000630,13,2544,LeBron James,1610612747,Los Angeles Lakers,1,11,31,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-6.2,30.65,1,made,2021-03-18,LAL,CHA,1,3,2544,s728,-12.4,CHA,1,1,1,1,0,0,STATEMENT
Shot Chart Detail,0022000630,22,2544,LeBron James,1610612747,Los Angeles Lakers,1,10,32,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0.3,4.85,1,made,2021-03-18,LAL,CHA,1,2,2544,s729,0.6,CHA,1,1,0,0,1,1,STATEMENT
Shot Chart Detail,0022000630,27,2544,LeBron James,1610612747,Los Angeles Lakers,1,9,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-14.8,27.45,1,missed,2021-03-18,LAL,CHA,0,3,2544,s730,-29.6,CHA,1,0,1,0,0,0,STATEMENT
Shot Chart Detail,0022000630,36,2544,LeBron James,1610612747,Los Angeles Lakers,1,8,52,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0.5,5.45,1,made,2021-03-18,LAL,CHA,1,2,2544,s731,1,CHA,1,1,0,0,1,1,STATEMENT
Shot Chart Detail,0022000630,60,2544,LeBron James,1610612747,Los Angeles Lakers,1,6,29,Made Shot,Fadeaway Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-23,5.35,1,made,2021-03-18,LAL,CHA,1,3,2544,s732,-46,CHA,1,1,1,1,0,0,STATEMENT
Shot Chart Detail,0022000630,188,2544,LeBron James,1610612747,Los Angeles Lakers,2,10,53,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0.6,5.45,1,made,2021-03-18,LAL,CHA,1,2,2544,s733,1.2,CHA,1,1,0,0,1,1,STATEMENT
Shot Chart Detail,0022000630,232,2544,LeBron James,1610612747,Los Angeles Lakers,2,8,10,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-0.2,4.85,1,made,2021-03-18,LAL,CHA,1,2,2544,s734,-0.4,CHA,1,1,0,0,1,1,STATEMENT
Shot Chart Detail,0022000630,674,2544,LeBron James,1610612747,Los Angeles Lakers,2,5,35,Missed Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1.8,6.65,1,missed,2021-03-18,LAL,CHA,0,2,2544,s735,-3.6,CHA,1,0,0,0,1,0,STATEMENT
Shot Chart Detail,0022000630,341,2544,LeBron James,1610612747,Los Angeles Lakers,2,0,35,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,5.5,31.65,1,made,2021-03-18,LAL,CHA,1,3,2544,s736,11,CHA,1,1,1,1,0,0,STATEMENT
Shot Chart Detail,0022000630,345,2544,LeBron James,1610612747,Los Angeles Lakers,2,0,0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1.8,5.85,1,made,2021-03-18,LAL,CHA,1,2,2544,s737,3.6,CHA,1,1,0,0,1,1,STATEMENT
Shot Chart Detail,0022000630,358,2544,LeBron James,1610612747,Los Angeles Lakers,3,11,19,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-2.4,30.35,1,missed,2021-03-18,LAL,CHA,0,3,2544,s738,-4.8,CHA,1,0,1,0,0,0,STATEMENT
Shot Chart Detail,0022000630,370,2544,LeBron James,1610612747,Los Angeles Lakers,3,10,24,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-2.6,6.85,1,missed,2021-03-18,LAL,CHA,0,2,2544,s739,-5.2,CHA,1,0,0,0,1,0,STATEMENT
Shot Chart Detail,0022000630,378,2544,LeBron James,1610612747,Los Angeles Lakers,3,10,15,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-0.2,6.65,1,made,2021-03-18,LAL,CHA,1,2,2544,s740,-0.4,CHA,1,1,0,0,1,1,STATEMENT
Shot Chart Detail,0022000630,391,2544,LeBron James,1610612747,Los Angeles Lakers,3,9,21,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0.5,6.65,1,made,2021-03-18,LAL,CHA,1,2,2544,s741,1,CHA,1,1,0,0,1,1,STATEMENT
Shot Chart Detail,0022000630,395,2544,LeBron James,1610612747,Los Angeles Lakers,3,8,50,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,9.2,31.35,1,missed,2021-03-18,LAL,CHA,0,3,2544,s742,18.4,CHA,1,0,1,0,0,0,STATEMENT
Shot Chart Detail,0022000630,413,2544,LeBron James,1610612747,Los Angeles Lakers,3,7,35,Missed Shot,Fadeaway Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-23.6,7.45,1,missed,2021-03-18,LAL,CHA,0,3,2544,s743,-47.2,CHA,1,0,1,0,0,0,STATEMENT
Shot Chart Detail,0022000630,472,2544,LeBron James,1610612747,Los Angeles Lakers,3,2,43,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-6.8,31.65,1,made,2021-03-18,LAL,CHA,1,3,2544,s744,-13.6,CHA,1,1,1,1,0,0,STATEMENT
Shot Chart Detail,0022000630,565,2544,LeBron James,1610612747,Los Angeles Lakers,4,8,50,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-12.3,13.05,1,made,2021-03-18,LAL,CHA,1,2,2544,s745,-24.6,CHA,1,1,0,0,1,1,STATEMENT
Shot Chart Detail,0022000630,601,2544,LeBron James,1610612747,Los Angeles Lakers,4,6,40,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-8.1,32.15,1,missed,2021-03-18,LAL,CHA,0,3,2544,s746,-16.2,CHA,1,0,1,0,0,0,STATEMENT
Shot Chart Detail,0022000630,635,2544,LeBron James,1610612747,Los Angeles Lakers,4,3,29,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,13.2,5.85,1,missed,2021-03-18,LAL,CHA,0,2,2544,s747,26.4,CHA,1,0,0,0,1,0,STATEMENT
Shot Chart Detail,0022000630,649,2544,LeBron James,1610612747,Los Angeles Lakers,4,2,19,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1.6,6.35,1,made,2021-03-18,LAL,CHA,1,2,2544,s748,3.2,CHA,1,1,0,0,1,1,STATEMENT
Shot Chart Detail,0022000630,666,2544,LeBron James,1610612747,Los Angeles Lakers,4,0,47,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,13.2,15.25,1,missed,2021-03-18,LAL,CHA,0,2,2544,s749,26.4,CHA,1,0,0,0,1,0,STATEMENT
Shot Chart Detail,0022000630,670,2544,LeBron James,1610612747,Los Angeles Lakers,4,0,15,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1.4,7.85,1,made,2021-03-18,LAL,CHA,1,2,2544,s750,2.8,CHA,1,1,0,0,1,1,STATEMENT
Shot Chart Detail,0022000640,12,2544,LeBron James,1610612747,Los Angeles Lakers,1,11,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-10.1,32.15,1,missed,2021-03-20,LAL,ATL,0,3,2544,s751,-20.2,ATL,1,0,1,0,0,0,ASSOCIATION
Shot Chart Detail,0022000640,18,2544,LeBron James,1610612747,Los Angeles Lakers,1,10,33,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,8,8.4,7.55,1,made,2021-03-20,LAL,ATL,1,2,2544,s752,16.8,ATL,1,1,0,0,1,1,ASSOCIATION
Shot Chart Detail,0022000640,40,2544,LeBron James,1610612747,Los Angeles Lakers,1,8,50,Missed Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-1.8,11.25,1,missed,2021-03-20,LAL,ATL,0,2,2544,s753,-3.6,ATL,1,0,0,0,1,0,ASSOCIATION
Shot Chart Detail,0022000640,60,2544,LeBron James,1610612747,Los Angeles Lakers,1,6,59,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-2.5,6.95,1,missed,2021-03-20,LAL,ATL,0,2,2544,s754,-5,ATL,1,0,0,0,1,0,ASSOCIATION
Shot Chart Detail,0022000640,183,2544,LeBron James,1610612747,Los Angeles Lakers,2,11,17,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-2.3,8.05,1,made,2021-03-20,LAL,ATL,1,2,2544,s755,-4.6,ATL,1,1,0,0,1,1,ASSOCIATION
Shot Chart Detail,0022000640,188,2544,LeBron James,1610612747,Los Angeles Lakers,2,10,43,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-23.1,7.95,1,made,2021-03-20,LAL,ATL,1,3,2544,s756,-46.2,ATL,1,1,1,1,0,0,ASSOCIATION
Shot Chart Detail,0022000956,43,2544,LeBron James,1610612747,Los Angeles Lakers,1,9,0,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-15.8,25.45,1,missed,2021-04-30,LAL,SAC,0,3,2544,s757,-31.6,SAC,1,0,1,0,0,0,STATEMENT
Shot Chart Detail,0022000956,137,2544,LeBron James,1610612747,Los Angeles Lakers,1,1,20,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,0.2,13.15,1,missed,2021-04-30,LAL,SAC,0,2,2544,s758,0.4,SAC,1,0,0,0,1,0,STATEMENT
Shot Chart Detail,0022000956,156,2544,LeBron James,1610612747,Los Angeles Lakers,1,0,1,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0.3,6.05,1,made,2021-04-30,LAL,SAC,1,2,2544,s759,0.6,SAC,1,1,0,0,1,1,STATEMENT
Shot Chart Detail,0022000956,205,2544,LeBron James,1610612747,Los Angeles Lakers,2,8,31,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,2.7,9.55,1,made,2021-04-30,LAL,SAC,1,2,2544,s760,5.4,SAC,1,1,0,0,1,1,STATEMENT
Shot Chart Detail,0022000956,220,2544,LeBron James,1610612747,Los Angeles Lakers,2,7,13,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0.9,5.85,1,made,2021-04-30,LAL,SAC,1,2,2544,s761,1.8,SAC,1,1,0,0,1,1,STATEMENT
Shot Chart Detail,0022000956,341,2544,LeBron James,1610612747,Los Angeles Lakers,3,10,47,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-9.8,31.85,1,missed,2021-04-30,LAL,SAC,0,3,2544,s762,-19.6,SAC,1,0,1,0,0,0,STATEMENT
Shot Chart Detail,0022000956,500,2544,LeBron James,1610612747,Los Angeles Lakers,4,10,38,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,14.5,14.15,1,made,2021-04-30,LAL,SAC,1,2,2544,s763,29,SAC,1,1,0,0,1,1,STATEMENT
Shot Chart Detail,0022000956,524,2544,LeBron James,1610612747,Los Angeles Lakers,4,8,28,Missed Shot,Turnaround Fadeaway Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-7.3,9.05,1,missed,2021-04-30,LAL,SAC,0,2,2544,s764,-14.6,SAC,1,0,0,0,1,0,STATEMENT
