grid_type,game_id,game_event_id,id,name,team_id,team_name,period,minutes_remaining,seconds_remaining,event_type,action_type,shot_type,shot_zone_basic,shot_zone_area,shot_zone_range,shot_distance,loc_x,loc_y,shot_attempted_flag,shot_made_flag,game_date,htm,vtm,shot_made_numeric,shot_value,person_id_shot_chart,shot_id,loc_x2,opponent,fga,fgm,x3fga,x3fgm,x2fga,x2fgm,Laker_uniform
Shot Chart Detail,0022000060,495,2544,LeBron James,1610612747,Los Angeles Lakers,4,9,37,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-10.9,7.25,1,missed,2020-12-30,SAS,LAL,0,2,2544,s86,-21.8,SAS,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000060,543,2544,LeBron James,1610612747,Los Angeles Lakers,4,6,5,Missed Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-0.5,13.35,1,missed,2020-12-30,SAS,LAL,0,2,2544,s87,-1,SAS,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000060,559,2544,LeBron James,1610612747,Los Angeles Lakers,4,4,45,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0.6,6.25,1,missed,2020-12-30,SAS,LAL,0,2,2544,s88,1.2,SAS,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000060,579,2544,LeBron James,1610612747,Los Angeles Lakers,4,3,28,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,5.75,1,made,2020-12-30,SAS,LAL,1,2,2544,s89,0,SAS,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000060,585,2544,LeBron James,1610612747,Los Angeles Lakers,4,2,13,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-0.6,5.85,1,missed,2020-12-30,SAS,LAL,0,2,2544,s90,-1.2,SAS,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000060,590,2544,LeBron James,1610612747,Los Angeles Lakers,4,2,0,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0.4,5.95,1,made,2020-12-30,SAS,LAL,1,2,2544,s91,0.8,SAS,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000075,16,2544,LeBron James,1610612747,Los Angeles Lakers,1,11,5,Made Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,5.1,8.15,1,made,2021-01-01,SAS,LAL,1,2,2544,s92,10.2,SAS,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000075,29,2544,LeBron James,1610612747,Los Angeles Lakers,1,9,28,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-8.1,21.45,1,missed,2021-01-01,SAS,LAL,0,2,2544,s93,-16.2,SAS,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000075,149,2544,LeBron James,1610612747,Los Angeles Lakers,1,1,6,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-7.3,30.55,1,made,2021-01-01,SAS,LAL,1,3,2544,s94,-14.6,SAS,1,1,1,1,0,0,ICON
Shot Chart Detail,0022000075,152,2544,LeBron James,1610612747,Los Angeles Lakers,1,0,42,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-7.8,6.55,1,missed,2021-01-01,SAS,LAL,0,2,2544,s95,-15.6,SAS,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000075,156,2544,LeBron James,1610612747,Los Angeles Lakers,1,0,37,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-12.9,9.85,1,missed,2021-01-01,SAS,LAL,0,2,2544,s96,-25.8,SAS,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000075,212,2544,LeBron James,1610612747,Los Angeles Lakers,2,8,42,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,11.9,29.35,1,made,2021-01-01,SAS,LAL,1,3,2544,s97,23.8,SAS,1,1,1,1,0,0,ICON
Shot Chart Detail,0022000075,359,2544,LeBron James,1610612747,Los Angeles Lakers,2,0,55,Made Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,3.9,9.35,1,made,2021-01-01,SAS,LAL,1,2,2544,s98,7.8,SAS,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000075,367,2544,LeBron James,1610612747,Los Angeles Lakers,2,0,27,Missed Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-1.9,7.85,1,missed,2021-01-01,SAS,LAL,0,2,2544,s99,-3.8,SAS,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000075,370,2544,LeBron James,1610612747,Los Angeles Lakers,2,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,9.2,31.85,1,missed,2021-01-01,SAS,LAL,0,3,2544,s100,18.4,SAS,1,0,1,0,0,0,ICON
Shot Chart Detail,0022000075,454,2544,LeBron James,1610612747,Los Angeles Lakers,3,8,20,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-11.1,23.65,1,made,2021-01-01,SAS,LAL,1,2,2544,s101,-22.2,SAS,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000075,477,2544,LeBron James,1610612747,Los Angeles Lakers,3,5,38,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,2.6,7.75,1,made,2021-01-01,SAS,LAL,1,2,2544,s102,5.2,SAS,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000075,568,2544,LeBron James,1610612747,Los Angeles Lakers,4,10,26,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-11.7,30.85,1,missed,2021-01-01,SAS,LAL,0,3,2544,s103,-23.4,SAS,1,0,1,0,0,0,ICON
Shot Chart Detail,0022000075,572,2544,LeBron James,1610612747,Los Angeles Lakers,4,9,48,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,1.1,15.25,1,missed,2021-01-01,SAS,LAL,0,2,2544,s104,2.2,SAS,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000075,583,2544,LeBron James,1610612747,Los Angeles Lakers,4,9,12,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-16.6,27.85,1,missed,2021-01-01,SAS,LAL,0,3,2544,s105,-33.2,SAS,1,0,1,0,0,0,ICON
Shot Chart Detail,0022000075,599,2544,LeBron James,1610612747,Los Angeles Lakers,4,8,27,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,11.2,30.35,1,made,2021-01-01,SAS,LAL,1,3,2544,s106,22.4,SAS,1,1,1,1,0,0,ICON
Shot Chart Detail,0022000075,620,2544,LeBron James,1610612747,Los Angeles Lakers,4,6,13,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,20,-18.6,14.45,1,missed,2021-01-01,SAS,LAL,0,2,2544,s107,-37.2,SAS,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000075,629,2544,LeBron James,1610612747,Los Angeles Lakers,4,5,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-22.9,20.35,1,missed,2021-01-01,SAS,LAL,0,3,2544,s108,-45.8,SAS,1,0,1,0,0,0,ICON
Shot Chart Detail,0022000075,656,2544,LeBron James,1610612747,Los Angeles Lakers,4,3,12,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-12.1,8.05,1,missed,2021-01-01,SAS,LAL,0,2,2544,s109,-24.2,SAS,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000075,658,2544,LeBron James,1610612747,Los Angeles Lakers,4,3,8,Missed Shot,Reverse Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,3.6,9.55,1,missed,2021-01-01,SAS,LAL,0,2,2544,s110,7.2,SAS,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000075,663,2544,LeBron James,1610612747,Los Angeles Lakers,4,2,57,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-4.3,12.05,1,missed,2021-01-01,SAS,LAL,0,2,2544,s111,-8.6,SAS,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000075,691,2544,LeBron James,1610612747,Los Angeles Lakers,4,0,57,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-6.8,8.45,1,missed,2021-01-01,SAS,LAL,0,2,2544,s112,-13.6,SAS,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000075,697,2544,LeBron James,1610612747,Los Angeles Lakers,4,0,28,Made Shot,Jump Bank Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-5,8.05,1,made,2021-01-01,SAS,LAL,1,2,2544,s113,-10,SAS,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000087,17,2544,LeBron James,1610612747,Los Angeles Lakers,1,10,41,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,23.1,10.25,1,made,2021-01-03,MEM,LAL,1,3,2544,s114,46.2,MEM,1,1,1,1,0,0,ASSOCIATION
Shot Chart Detail,0022000087,21,2544,LeBron James,1610612747,Los Angeles Lakers,1,10,14,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1.9,5.65,1,made,2021-01-03,MEM,LAL,1,2,2544,s115,3.8,MEM,1,1,0,0,1,1,ASSOCIATION
Shot Chart Detail,0022000087,43,2544,LeBron James,1610612747,Los Angeles Lakers,1,7,56,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-20.6,18.65,1,missed,2021-01-03,MEM,LAL,0,3,2544,s116,-41.2,MEM,1,0,1,0,0,0,ASSOCIATION
Shot Chart Detail,0022000087,135,2544,LeBron James,1610612747,Los Angeles Lakers,1,1,13,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-0.2,5.85,1,missed,2021-01-03,MEM,LAL,0,2,2544,s117,-0.4,MEM,1,0,0,0,1,0,ASSOCIATION
Shot Chart Detail,0022000087,192,2544,LeBron James,1610612747,Los Angeles Lakers,2,8,28,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-6,16.45,1,missed,2021-01-03,MEM,LAL,0,2,2544,s118,-12,MEM,1,0,0,0,1,0,ASSOCIATION
Shot Chart Detail,0022000087,315,2544,LeBron James,1610612747,Los Angeles Lakers,2,1,12,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-0.9,7.35,1,made,2021-01-03,MEM,LAL,1,2,2544,s119,-1.8,MEM,1,1,0,0,1,1,ASSOCIATION
Shot Chart Detail,0022000087,336,2544,LeBron James,1610612747,Los Angeles Lakers,3,11,46,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-9.5,12.05,1,missed,2021-01-03,MEM,LAL,0,2,2544,s120,-19,MEM,1,0,0,0,1,0,ASSOCIATION
Shot Chart Detail,0022000087,387,2544,LeBron James,1610612747,Los Angeles Lakers,3,6,47,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,0.5,13.65,1,missed,2021-01-03,MEM,LAL,0,2,2544,s121,1,MEM,1,0,0,0,1,0,ASSOCIATION
Shot Chart Detail,0022000087,456,2544,LeBron James,1610612747,Los Angeles Lakers,3,1,56,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-12,28.25,1,missed,2021-01-03,MEM,LAL,0,3,2544,s122,-24,MEM,1,0,1,0,0,0,ASSOCIATION
Shot Chart Detail,0022000087,460,2544,LeBron James,1610612747,Los Angeles Lakers,3,1,30,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1.3,6.85,1,made,2021-01-03,MEM,LAL,1,2,2544,s123,2.6,MEM,1,1,0,0,1,1,ASSOCIATION
Shot Chart Detail,0022000087,497,2544,LeBron James,1610612747,Los Angeles Lakers,4,11,34,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,9.6,30.35,1,missed,2021-01-03,MEM,LAL,0,3,2544,s124,19.2,MEM,1,0,1,0,0,0,ASSOCIATION
Shot Chart Detail,0022000087,507,2544,LeBron James,1610612747,Los Angeles Lakers,4,10,42,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0.3,6.35,1,made,2021-01-03,MEM,LAL,1,2,2544,s125,0.6,MEM,1,1,0,0,1,1,ASSOCIATION
Shot Chart Detail,0022000087,517,2544,LeBron James,1610612747,Los Angeles Lakers,4,10,16,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0.8,6.05,1,made,2021-01-03,MEM,LAL,1,2,2544,s126,1.6,MEM,1,1,0,0,1,1,ASSOCIATION
Shot Chart Detail,0022000087,533,2544,LeBron James,1610612747,Los Angeles Lakers,4,8,44,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,0.5,32.85,1,made,2021-01-03,MEM,LAL,1,3,2544,s127,1,MEM,1,1,1,1,0,0,ASSOCIATION
Shot Chart Detail,0022000087,543,2544,LeBron James,1610612747,Los Angeles Lakers,4,7,23,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,10.5,20.85,1,made,2021-01-03,MEM,LAL,1,2,2544,s128,21,MEM,1,1,0,0,1,1,ASSOCIATION
Shot Chart Detail,0022000087,618,2544,LeBron James,1610612747,Los Angeles Lakers,4,2,34,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,8.4,30.05,1,made,2021-01-03,MEM,LAL,1,3,2544,s129,16.8,MEM,1,1,1,1,0,0,ASSOCIATION
Shot Chart Detail,0022000103,50,2544,LeBron James,1610612747,Los Angeles Lakers,1,8,6,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,5.65,1,made,2021-01-05,MEM,LAL,1,2,2544,s130,0,MEM,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000103,79,2544,LeBron James,1610612747,Los Angeles Lakers,1,6,21,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,0.5,16.15,1,missed,2021-01-05,MEM,LAL,0,2,2544,s131,1,MEM,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000103,93,2544,LeBron James,1610612747,Los Angeles Lakers,1,4,57,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-0.1,6.05,1,made,2021-01-05,MEM,LAL,1,2,2544,s132,-0.2,MEM,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000103,153,2544,LeBron James,1610612747,Los Angeles Lakers,1,0,13,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-3.9,31.05,1,missed,2021-01-05,MEM,LAL,0,3,2544,s133,-7.8,MEM,1,0,1,0,0,0,ICON
Shot Chart Detail,0022000103,186,2544,LeBron James,1610612747,Los Angeles Lakers,2,10,10,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2,7.05,1,missed,2021-01-05,MEM,LAL,0,2,2544,s134,4,MEM,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000103,212,2544,LeBron James,1610612747,Los Angeles Lakers,2,7,56,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,3.8,23.75,1,missed,2021-01-05,MEM,LAL,0,2,2544,s135,7.6,MEM,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000103,216,2544,LeBron James,1610612747,Los Angeles Lakers,2,7,44,Missed Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0.4,6.05,1,missed,2021-01-05,MEM,LAL,0,2,2544,s136,0.8,MEM,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000103,313,2544,LeBron James,1610612747,Los Angeles Lakers,2,0,0,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,-4,24.05,1,missed,2021-01-05,MEM,LAL,0,2,2544,s137,-8,MEM,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000103,327,2544,LeBron James,1610612747,Los Angeles Lakers,3,11,22,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-10.8,8.35,1,made,2021-01-05,MEM,LAL,1,2,2544,s138,-21.6,MEM,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000103,330,2544,LeBron James,1610612747,Los Angeles Lakers,3,10,42,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-13,27.35,1,missed,2021-01-05,MEM,LAL,0,3,2544,s139,-26,MEM,1,0,1,0,0,0,ICON
Shot Chart Detail,0022000103,334,2544,LeBron James,1610612747,Los Angeles Lakers,3,10,16,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-2.7,29.85,1,missed,2021-01-05,MEM,LAL,0,3,2544,s140,-5.4,MEM,1,0,1,0,0,0,ICON
Shot Chart Detail,0022000103,366,2544,LeBron James,1610612747,Los Angeles Lakers,3,7,24,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-3.6,12.45,1,made,2021-01-05,MEM,LAL,1,2,2544,s141,-7.2,MEM,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000103,375,2544,LeBron James,1610612747,Los Angeles Lakers,3,6,55,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,5.25,1,made,2021-01-05,MEM,LAL,1,2,2544,s142,0,MEM,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000103,377,2544,LeBron James,1610612747,Los Angeles Lakers,3,6,20,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0.2,5.35,1,made,2021-01-05,MEM,LAL,1,2,2544,s143,0.4,MEM,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000103,403,2544,LeBron James,1610612747,Los Angeles Lakers,3,5,15,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-7.3,28.85,1,made,2021-01-05,MEM,LAL,1,3,2544,s144,-14.6,MEM,1,1,1,1,0,0,ICON
Shot Chart Detail,0022000103,516,2544,LeBron James,1610612747,Los Angeles Lakers,4,9,7,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-0.6,5.15,1,made,2021-01-05,MEM,LAL,1,2,2544,s145,-1.2,MEM,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000103,543,2544,LeBron James,1610612747,Los Angeles Lakers,4,7,1,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-2.9,8.15,1,missed,2021-01-05,MEM,LAL,0,2,2544,s146,-5.8,MEM,1,0,0,0,1,0,ICON
Shot Chart Detail,0022000103,592,2544,LeBron James,1610612747,Los Angeles Lakers,4,4,1,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-1,16.75,1,made,2021-01-05,MEM,LAL,1,2,2544,s147,-2,MEM,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000103,612,2544,LeBron James,1610612747,Los Angeles Lakers,4,2,10,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,12,21.05,1,made,2021-01-05,MEM,LAL,1,2,2544,s148,24,MEM,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000103,627,2544,LeBron James,1610612747,Los Angeles Lakers,4,1,3,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-1,21.15,1,made,2021-01-05,MEM,LAL,1,2,2544,s149,-2,MEM,1,1,0,0,1,1,ICON
Shot Chart Detail,0022000121,112,2544,LeBron James,1610612747,Los Angeles Lakers,1,2,23,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-16,10.85,1,missed,2021-01-07,LAL,SAS,0,2,2544,s150,-32,SAS,1,0,0,0,1,0,CLASSIC
Shot Chart Detail,0022000121,116,2544,LeBron James,1610612747,Los Angeles Lakers,1,2,4,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-0.3,31.35,1,made,2021-01-07,LAL,SAS,1,3,2544,s151,-0.6,SAS,1,1,1,1,0,0,CLASSIC
Shot Chart Detail,0022000121,131,2544,LeBron James,1610612747,Los Angeles Lakers,1,0,4,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,29,9.3,33.75,1,made,2021-01-07,LAL,SAS,1,3,2544,s152,18.6,SAS,1,1,1,1,0,0,CLASSIC
Shot Chart Detail,0022000121,160,2544,LeBron James,1610612747,Los Angeles Lakers,2,10,1,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1.4,7.85,1,made,2021-01-07,LAL,SAS,1,2,2544,s153,-2.8,SAS,1,1,0,0,1,1,CLASSIC
Shot Chart Detail,0022000121,167,2544,LeBron James,1610612747,Los Angeles Lakers,2,9,20,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-3.7,6.75,1,made,2021-01-07,LAL,SAS,1,2,2544,s154,-7.4,SAS,1,1,0,0,1,1,CLASSIC
Shot Chart Detail,0022000121,177,2544,LeBron James,1610612747,Los Angeles Lakers,2,8,16,Missed Shot,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-22.3,7.75,1,missed,2021-01-07,LAL,SAS,0,3,2544,s155,-44.6,SAS,1,0,1,0,0,0,CLASSIC
Shot Chart Detail,0022000121,331,2544,LeBron James,1610612747,Los Angeles Lakers,3,8,25,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,16.7,23.95,1,made,2021-01-07,LAL,SAS,1,3,2544,s156,33.4,SAS,1,1,1,1,0,0,CLASSIC
Shot Chart Detail,0022000121,342,2544,LeBron James,1610612747,Los Angeles Lakers,3,7,29,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0.3,5.75,1,made,2021-01-07,LAL,SAS,1,2,2544,s157,0.6,SAS,1,1,0,0,1,1,CLASSIC
Shot Chart Detail,0022000121,348,2544,LeBron James,1610612747,Los Angeles Lakers,3,6,9,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-16,27.35,1,made,2021-01-07,LAL,SAS,1,3,2544,s158,-32,SAS,1,1,1,1,0,0,CLASSIC
Shot Chart Detail,0022000121,361,2544,LeBron James,1610612747,Los Angeles Lakers,3,5,10,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0.6,5.95,1,made,2021-01-07,LAL,SAS,1,2,2544,s159,1.2,SAS,1,1,0,0,1,1,CLASSIC
Shot Chart Detail,0022000121,442,2544,LeBron James,1610612747,Los Angeles Lakers,4,11,38,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,9.8,14.15,1,missed,2021-01-07,LAL,SAS,0,2,2544,s160,19.6,SAS,1,0,0,0,1,0,CLASSIC
Shot Chart Detail,0022000121,467,2544,LeBron James,1610612747,Los Angeles Lakers,4,9,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,11.3,26.95,1,missed,2021-01-07,LAL,SAS,0,3,2544,s161,22.6,SAS,1,0,1,0,0,0,CLASSIC
Shot Chart Detail,0022000121,511,2544,LeBron James,1610612747,Los Angeles Lakers,4,8,3,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,0.6,7.45,1,missed,2021-01-07,LAL,SAS,0,2,2544,s162,1.2,SAS,1,0,0,0,1,0,CLASSIC
Shot Chart Detail,0022000121,551,2544,LeBron James,1610612747,Los Angeles Lakers,4,4,45,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-3.2,8.85,1,missed,2021-01-07,LAL,SAS,0,2,2544,s163,-6.4,SAS,1,0,0,0,1,0,CLASSIC
Shot Chart Detail,0022000121,572,2544,LeBron James,1610612747,Los Angeles Lakers,4,3,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,14.6,25.45,1,missed,2021-01-07,LAL,SAS,0,3,2544,s164,29.2,SAS,1,0,1,0,0,0,CLASSIC
Shot Chart Detail,0022000131,26,2544,LeBron James,1610612747,Los Angeles Lakers,1,9,49,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,12.5,27.75,1,missed,2021-01-08,LAL,CHI,0,3,2544,s165,25,CHI,1,0,1,0,0,0,STATEMENT
Shot Chart Detail,0022000131,35,2544,LeBron James,1610612747,Los Angeles Lakers,1,8,52,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,0.5,18.85,1,made,2021-01-08,LAL,CHI,1,2,2544,s166,1,CHI,1,1,0,0,1,1,STATEMENT
Shot Chart Detail,0022000131,39,2544,LeBron James,1610612747,Los Angeles Lakers,1,8,32,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0.9,6.85,1,made,2021-01-08,LAL,CHI,1,2,2544,s167,1.8,CHI,1,1,0,0,1,1,STATEMENT
Shot Chart Detail,0022000131,46,2544,LeBron James,1610612747,Los Angeles Lakers,1,7,20,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1.8,6.55,1,made,2021-01-08,LAL,CHI,1,2,2544,s168,-3.6,CHI,1,1,0,0,1,1,STATEMENT
Shot Chart Detail,0022000131,58,2544,LeBron James,1610612747,Los Angeles Lakers,1,6,7,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-12.3,11.55,1,made,2021-01-08,LAL,CHI,1,2,2544,s169,-24.6,CHI,1,1,0,0,1,1,STATEMENT
